date,holding_num,holding_perc
20171018,3375966,0.05%
20171019,3378966,0.05%
20171020,3380466,0.05%
20171021,3380466,0.05%
20171023,3380466,0.05%
20171024,3380466,0.05%
20171025,3349966,0.05%
20171026,3276466,0.05%
20171027,3274966,0.05%
20171028,3276966,0.05%
20171029,3276966,0.05%
20171030,3276966,0.05%
20171031,3260966,0.05%
20171101,3260466,0.05%
20171102,3269966,0.05%
20171103,3269466,0.05%
20171104,3263466,0.05%
20171105,3263466,0.05%
20171106,3263466,0.05%
20171107,3266466,0.05%
20171108,3150966,0.04%
20171109,3153966,0.04%
20171110,3153966,0.04%
20171111,3153966,0.04%
20171112,3153966,0.04%
20171113,3153966,0.04%
20171114,3472966,0.05%
20171115,3472966,0.05%
20171116,3474966,0.05%
20171117,3476966,0.05%
20171118,3479466,0.05%
20171119,3479466,0.05%
20171120,3479466,0.05%
20171121,3481959,0.05%
20171122,3481459,0.05%
20171123,3448959,0.05%
20171124,3433459,0.05%
20171125,3425959,0.05%
