date,holding_num,holding_perc
20171018,135744000,1.79%
20171019,143404000,1.90%
20171020,144034000,1.91%
20171021,143708000,1.90%
20171023,143708000,1.90%
20171024,142650000,1.89%
20171025,142242000,1.88%
20171026,142442000,1.88%
20171027,142690000,1.89%
20171028,139538000,1.84%
20171029,139538000,1.84%
20171030,139538000,1.84%
20171031,140470000,1.86%
20171101,141508000,1.87%
20171102,142316000,1.88%
20171103,142626000,1.89%
20171104,142380000,1.88%
20171105,142380000,1.88%
20171106,142380000,1.88%
20171107,142616000,1.89%
20171108,144058000,1.91%
20171109,145224000,1.92%
20171110,145118000,1.91%
20171111,149156000,1.97%
20171112,149156000,1.97%
20171113,149156000,1.97%
20171114,149424000,1.97%
20171115,151426000,2.00%
20171116,152536000,2.01%
20171117,152362000,2.02%
20171118,151032000,2.00%
20171119,151032000,2.00%
20171120,151032000,2.00%
20171121,150524000,1.99%
20171122,148662000,1.96%
20171123,147780000,1.95%
20171124,147568000,1.95%
20171125,146668000,1.94%
