date,holding_num,holding_perc
20171018,67188500,2.95%
20171019,67411500,2.96%
20171020,67427000,2.96%
20171021,67788000,2.98%
20171023,67788000,2.98%
20171024,68203000,3.00%
20171025,68692500,3.02%
20171026,67905126,2.98%
20171027,67924626,2.99%
20171028,68292626,3.01%
20171029,68292626,3.01%
20171030,68292626,3.01%
20171031,68809626,3.02%
20171101,70518126,3.10%
20171102,71310626,3.14%
20171103,71767626,3.16%
20171104,72328626,3.18%
20171105,72328626,3.18%
20171106,72328626,3.18%
20171107,73378126,3.22%
20171108,73367126,3.22%
20171109,73268626,3.23%
20171110,73516126,3.24%
20171111,73232126,3.22%
20171112,73232126,3.22%
20171113,73232126,3.22%
20171114,72645626,3.19%
20171115,72564626,3.19%
20171116,72368626,3.19%
20171117,72543126,3.19%
20171118,72667626,3.20%
20171119,72667626,3.20%
20171120,72667626,3.20%
20171121,72671626,3.20%
20171122,73175126,3.22%
20171123,72818126,3.20%
20171124,73052126,3.22%
20171125,73103126,3.22%
