date,holding_num,holding_perc
20171018,7000000,0.56%
20171019,7046000,0.57%
20171020,7010000,0.56%
20171021,7008000,0.56%
20171023,7008000,0.56%
20171024,7018000,0.56%
20171025,7018000,0.56%
20171026,6936000,0.56%
20171027,6936000,0.56%
20171028,6944000,0.56%
20171029,6944000,0.56%
20171030,6944000,0.56%
20171031,6908000,0.56%
20171101,6924000,0.56%
20171102,6912000,0.56%
20171103,6650000,0.54%
20171104,6136818,0.50%
20171105,6136818,0.50%
20171106,6136818,0.50%
20171107,6118818,0.49%
20171108,6120818,0.49%
20171109,6120818,0.49%
20171110,6114818,0.49%
20171111,6140818,0.49%
20171112,6140818,0.49%
20171113,6140818,0.49%
20171114,6122818,0.49%
20171115,6126818,0.49%
20171116,5752818,0.46%
20171117,5716818,0.46%
20171118,5750818,0.46%
20171119,5750818,0.46%
20171120,5750818,0.46%
20171121,5744818,0.46%
20171122,5744818,0.46%
20171123,5964818,0.47%
20171124,6264818,0.50%
20171125,6280818,0.51%
