date,holding_num,holding_perc
20171018,436544000,5.09%
20171019,440518000,5.14%
20171020,434990000,5.08%
20171021,367050000,4.28%
20171023,367050000,4.28%
20171024,377122000,4.40%
20171025,366108000,4.27%
20171026,357178000,4.17%
20171027,334302000,3.89%
20171028,340914000,3.97%
20171029,340914000,3.97%
20171030,340914000,3.97%
20171031,337824000,3.94%
20171101,337690000,3.93%
20171102,336580000,3.92%
20171103,337496000,3.94%
20171104,336060000,3.92%
20171105,336060000,3.92%
20171106,336060000,3.92%
20171107,334048000,3.90%
20171108,334250000,3.90%
20171109,332264000,3.87%
20171110,323218000,3.77%
20171111,322086000,3.76%
20171112,322086000,3.76%
20171113,322086000,3.76%
20171114,323410000,3.77%
20171115,322348000,3.76%
20171116,327520000,3.82%
20171117,330046000,3.85%
20171118,331338000,3.87%
20171119,331338000,3.87%
20171120,331338000,3.87%
20171121,313036000,3.65%
20171122,313422000,3.65%
20171123,301552000,3.51%
20171124,305682000,3.56%
20171125,317634000,3.70%
