date,holding_num,holding_perc
20171018,692818150,41.30%
20171019,693836150,41.36%
20171020,694623900,41.40%
20171021,695702900,41.47%
20171023,695702900,41.47%
20171024,696539900,41.52%
20171025,696827900,41.53%
20171026,696993900,41.55%
20171027,697903900,41.60%
20171028,698380900,41.63%
20171029,698380900,41.63%
20171030,698380900,41.63%
20171031,699029900,41.67%
20171101,698882900,41.66%
20171102,699890900,41.71%
20171103,700302900,41.74%
20171104,699686900,41.71%
20171105,699686900,41.71%
20171106,699686900,41.71%
20171107,699925900,41.72%
20171108,700228900,41.74%
20171109,700589400,41.76%
20171110,700811400,41.77%
20171111,701490400,41.82%
20171112,701490400,41.82%
20171113,701490400,41.82%
20171114,701196400,41.79%
20171115,701782400,41.83%
20171116,701550400,41.82%
20171117,701097400,41.79%
20171118,702206400,41.86%
20171119,702206400,41.86%
20171120,702206400,41.86%
20171121,701015400,41.78%
20171122,701910400,41.84%
20171123,705580400,42.05%
20171124,705642400,42.06%
20171125,705428400,42.04%
