date,holding_num,holding_perc
20171018,157903699,8.71%
20171019,157923699,8.71%
20171020,157417699,8.68%
20171021,156813699,8.65%
20171023,156813699,8.65%
20171024,155909699,8.60%
20171025,155417699,8.57%
20171026,154103699,8.50%
20171027,154427699,8.51%
20171028,155051699,8.55%
20171029,155051699,8.55%
20171030,155051699,8.55%
20171031,154831699,8.54%
20171101,155851699,8.59%
20171102,155547699,8.58%
20171103,155549699,8.58%
20171104,155811699,8.59%
20171105,155811699,8.59%
20171106,155811699,8.59%
20171107,153617699,8.47%
20171108,153603699,8.47%
20171109,153043699,8.44%
20171110,152187699,8.39%
20171111,150665699,8.31%
20171112,150665699,8.31%
20171113,150665699,8.31%
20171114,150193699,8.29%
20171115,149127699,8.22%
20171116,148675699,8.19%
20171117,148533699,8.19%
20171118,149131699,8.22%
20171119,149131699,8.22%
20171120,149131699,8.22%
20171121,147489699,8.13%
20171122,147079699,8.11%
20171123,147025699,8.11%
20171124,148305699,8.18%
20171125,150207699,8.28%
