date,holding_num,holding_perc
20171018,126328000,2.94%
20171019,125408000,2.92%
20171020,127366000,2.96%
20171021,127572000,2.97%
20171023,127572000,2.97%
20171024,132154000,3.07%
20171025,133016000,3.10%
20171026,131088000,3.05%
20171027,133208000,3.10%
20171028,133304000,3.10%
20171029,133304000,3.10%
20171030,133304000,3.10%
20171031,134934000,3.14%
20171101,136184000,3.17%
20171102,136618000,3.18%
20171103,137196000,3.19%
20171104,137836000,3.21%
20171105,137836000,3.21%
20171106,137836000,3.21%
20171107,139228000,3.24%
20171108,139970000,3.26%
20171109,143144000,3.33%
20171110,143994000,3.35%
20171111,145510000,3.39%
20171112,145510000,3.39%
20171113,145510000,3.39%
20171114,147906000,3.44%
20171115,149392000,3.48%
20171116,154380000,3.59%
20171117,154714000,3.60%
20171118,154992000,3.61%
20171119,154992000,3.61%
20171120,154992000,3.61%
20171121,155234000,3.61%
20171122,156932000,3.65%
20171123,160336000,3.73%
20171124,158264000,3.68%
20171125,160488000,3.74%
