date,holding_num,holding_perc
20171018,14000,0.00%
20171019,14000,0.00%
20171020,14000,0.00%
20171021,14000,0.00%
20171023,14000,0.00%
20171024,15000,0.00%
20171025,17000,0.00%
20171026,17000,0.00%
20171027,17000,0.00%
20171028,15000,0.00%
20171029,15000,0.00%
20171030,15000,0.00%
20171031,16000,0.00%
20171101,15000,0.00%
20171102,15000,0.00%
20171103,15000,0.00%
20171104,15000,0.00%
20171105,15000,0.00%
20171106,15000,0.00%
20171107,15000,0.00%
20171108,15000,0.00%
20171109,15000,0.00%
20171110,15000,0.00%
20171111,15000,0.00%
20171112,15000,0.00%
20171113,15000,0.00%
20171114,18500,0.00%
20171115,16500,0.00%
20171116,16500,0.00%
20171117,16500,0.00%
20171118,16500,0.00%
20171119,16500,0.00%
20171120,16500,0.00%
20171121,16000,0.00%
20171122,16000,0.00%
20171123,16000,0.00%
20171124,15000,0.00%
20171125,15000,0.00%
