date,holding_num,holding_perc
20171018,1695000,0.05%
20171019,1695000,0.05%
20171020,1695000,0.05%
20171021,1695000,0.05%
20171023,1695000,0.05%
20171024,1695000,0.05%
20171025,1695000,0.05%
20171026,1695000,0.05%
20171027,1695000,0.05%
20171028,1695000,0.05%
20171029,1695000,0.05%
20171030,1695000,0.05%
20171031,1695000,0.05%
20171101,1695000,0.05%
20171102,1695000,0.05%
20171103,1695000,0.05%
20171104,1695000,0.05%
20171105,1695000,0.05%
20171106,1695000,0.05%
20171107,1695000,0.05%
20171108,1695000,0.05%
20171109,1695000,0.05%
20171110,1695000,0.05%
20171111,1695000,0.05%
20171112,1695000,0.05%
20171113,1695000,0.05%
20171114,1695000,0.05%
20171115,1695000,0.05%
20171116,1695000,0.05%
20171117,1695000,0.05%
20171118,1695000,0.05%
20171119,1695000,0.05%
20171120,1695000,0.05%
20171121,1695000,0.05%
20171122,1695000,0.05%
20171123,1695000,0.05%
20171124,1695000,0.05%
20171125,1695000,0.05%
