date,holding_num,holding_perc
20171018,647812000,6.06%
20171019,656374000,6.13%
20171020,661050000,6.18%
20171021,659296000,6.16%
20171023,659296000,6.16%
20171024,657914000,6.15%
20171025,657358000,6.15%
20171026,654882000,6.12%
20171027,652162000,6.10%
20171028,661324000,6.19%
20171029,661324000,6.19%
20171030,661324000,6.19%
20171031,670210000,6.26%
20171101,679310000,6.35%
20171102,681118000,6.37%
20171103,688270000,6.44%
20171104,694990000,6.50%
20171105,694990000,6.50%
20171106,694990000,6.50%
20171107,702474000,6.57%
20171108,702882000,6.58%
20171109,703992000,6.59%
20171110,706732000,6.61%
20171111,713448000,6.67%
20171112,713448000,6.67%
20171113,713448000,6.67%
20171114,717836000,6.71%
20171115,717388000,6.71%
20171116,714194000,6.68%
20171117,712216000,6.66%
20171118,711772000,6.66%
20171119,711772000,6.66%
20171120,711772000,6.66%
20171121,712692000,6.67%
20171122,710058000,6.65%
20171123,708300000,6.62%
20171124,704730000,6.60%
20171125,702314000,6.57%
