date,holding_num,holding_perc
20171018,9029303429,10.40%
20171019,9032323429,10.40%
20171020,9029906429,10.39%
20171021,9078767429,10.45%
20171023,9078767429,10.45%
20171024,9095021429,10.46%
20171025,9110079429,10.49%
20171026,9131952429,10.51%
20171027,9134003429,10.51%
20171028,9139915429,10.52%
20171029,9139915429,10.52%
20171030,9139915429,10.52%
20171031,9222222429,10.61%
20171101,9430946429,10.85%
20171102,9421029429,10.85%
20171103,9516558429,10.96%
20171104,9578858429,11.03%
20171105,9578858429,11.03%
20171106,9578858429,11.03%
20171107,9649068429,11.11%
20171108,9651509429,11.11%
20171109,9737824429,11.21%
20171110,9781847429,11.26%
20171111,9837230429,11.32%
20171112,9837230429,11.32%
20171113,9837230429,11.32%
20171114,9870343429,11.37%
20171115,9912833499,11.41%
20171116,9982582499,11.49%
20171117,10010832499,11.52%
20171118,10042122499,11.56%
20171119,10042122499,11.56%
20171120,10042122499,11.56%
20171121,10060969499,11.59%
20171122,10133990912,11.67%
20171123,10181679684,11.73%
20171124,10177475422,11.72%
20171125,10177722135,11.72%
