date,holding_num,holding_perc
20171018,25967400,0.32%
20171019,26267000,0.32%
20171020,26250200,0.32%
20171021,26327800,0.32%
20171023,26327800,0.32%
20171024,26647000,0.32%
20171025,26759800,0.33%
20171026,26664600,0.32%
20171027,26694200,0.32%
20171028,26975800,0.33%
20171029,26975800,0.33%
20171030,26975800,0.33%
20171031,28409000,0.35%
20171101,29917400,0.36%
20171102,30215000,0.36%
20171103,30404200,0.36%
20171104,34025800,0.41%
20171105,34025800,0.41%
20171106,34025800,0.41%
20171107,35000600,0.43%
20171108,35093000,0.43%
20171109,35287800,0.43%
20171110,32649800,0.40%
20171111,32963400,0.40%
20171112,32963400,0.40%
20171113,32963400,0.40%
20171114,33138200,0.40%
20171115,30939000,0.38%
20171116,29180600,0.35%
20171117,29546200,0.36%
20171118,29531400,0.36%
20171119,29531400,0.36%
20171120,29531400,0.36%
20171121,29535800,0.36%
20171122,30056600,0.36%
20171123,30336600,0.36%
20171124,30332400,0.36%
20171125,30610400,0.37%
