date,holding_num,holding_perc
20171018,17083305,0.33%
20171019,17193305,0.33%
20171020,17591305,0.34%
20171021,17181305,0.33%
20171023,17181305,0.33%
20171024,17285305,0.33%
20171025,17089305,0.33%
20171026,17413305,0.34%
20171027,18463305,0.36%
20171028,18253305,0.36%
20171029,18253305,0.36%
20171030,18253305,0.36%
20171031,18289305,0.36%
20171101,18693305,0.36%
20171102,19707305,0.38%
20171103,19931305,0.39%
20171104,19863305,0.39%
20171105,19863305,0.39%
20171106,19863305,0.39%
20171107,20455305,0.40%
20171108,20553305,0.40%
20171109,20831305,0.40%
20171110,20855305,0.40%
20171111,20895305,0.41%
20171112,20895305,0.41%
20171113,20895305,0.41%
20171114,20995305,0.41%
20171115,20827305,0.40%
20171116,20811305,0.40%
20171117,20853305,0.40%
20171118,21161305,0.41%
20171119,21161305,0.41%
20171120,21161305,0.41%
20171121,21137305,0.41%
20171122,21109305,0.41%
20171123,21847305,0.42%
20171124,22255305,0.43%
20171125,22429305,0.43%
