date,holding_num,holding_perc
20171018,35028000,0.53%
20171019,34886000,0.53%
20171020,34396000,0.52%
20171021,34524000,0.52%
20171023,34524000,0.52%
20171024,34266000,0.52%
20171025,34430000,0.52%
20171026,33790000,0.50%
20171027,33588000,0.50%
20171028,33820000,0.50%
20171029,33820000,0.50%
20171030,33820000,0.50%
20171031,33654000,0.50%
20171101,33972000,0.51%
20171102,33826000,0.51%
20171103,33982000,0.51%
20171104,33822000,0.50%
20171105,33822000,0.50%
20171106,33822000,0.50%
20171107,33866000,0.50%
20171108,33856000,0.50%
20171109,33240000,0.50%
20171110,33510000,0.51%
20171111,32694000,0.50%
20171112,32694000,0.50%
20171113,32694000,0.50%
20171114,30246000,0.46%
20171115,30432000,0.45%
20171116,29536000,0.45%
20171117,29482000,0.44%
20171118,26274000,0.39%
20171119,26274000,0.39%
20171120,26274000,0.39%
20171121,26312000,0.39%
20171122,27496000,0.41%
20171123,27590000,0.41%
20171124,27488000,0.41%
20171125,27452000,0.41%
