date,holding_num,holding_perc
20171018,2924000,0.28%
20171019,2926000,0.28%
20171020,2922000,0.28%
20171021,3012000,0.29%
20171023,3012000,0.29%
20171024,3022000,0.29%
20171025,2998000,0.28%
20171026,2950000,0.28%
20171027,2954000,0.28%
20171028,2936000,0.28%
20171029,2936000,0.28%
20171030,2936000,0.28%
20171031,2874000,0.27%
20171101,2882000,0.27%
20171102,2852000,0.27%
20171103,2764000,0.26%
20171104,2736000,0.26%
20171105,2736000,0.26%
20171106,2736000,0.26%
20171107,2736000,0.26%
20171108,2736000,0.26%
20171109,2704000,0.26%
20171110,2688000,0.25%
20171111,2516000,0.24%
20171112,2516000,0.24%
20171113,2516000,0.24%
20171114,2864000,0.27%
20171115,2882000,0.27%
20171116,2872000,0.27%
20171117,2882000,0.27%
20171118,2874000,0.27%
20171119,2874000,0.27%
20171120,2874000,0.27%
20171121,2862000,0.27%
20171122,2752000,0.26%
20171123,2744000,0.26%
20171124,2792000,0.26%
20171125,2792000,0.26%
