date,holding_num,holding_perc
20171018,108660000,5.59%
20171019,109450000,5.63%
20171020,109424000,5.62%
20171021,109912000,5.65%
20171023,109912000,5.65%
20171024,110528000,5.68%
20171025,110448000,5.68%
20171026,108278000,5.57%
20171027,107070000,5.50%
20171028,106692000,5.49%
20171029,106692000,5.49%
20171030,106692000,5.49%
20171031,106856000,5.50%
20171101,107230000,5.51%
20171102,106952000,5.50%
20171103,106774000,5.49%
20171104,108068000,5.56%
20171105,108068000,5.56%
20171106,108068000,5.56%
20171107,107882000,5.54%
20171108,107710000,5.54%
20171109,107994000,5.55%
20171110,109488000,5.63%
20171111,110484000,5.67%
20171112,110484000,5.67%
20171113,110484000,5.67%
20171114,111632000,5.73%
20171115,112252000,5.77%
20171116,112272000,5.77%
20171117,111152000,5.72%
20171118,111354000,5.72%
20171119,111354000,5.72%
20171120,111354000,5.72%
20171121,111652000,5.74%
20171122,112078000,5.76%
20171123,110294000,5.67%
20171124,109978000,5.66%
20171125,112370000,5.78%
