date,holding_num,holding_perc
20171018,108513000,4.26%
20171019,106749000,4.19%
20171020,105974000,4.16%
20171021,105920000,4.15%
20171023,105920000,4.15%
20171024,106294000,4.17%
20171025,105029000,4.12%
20171026,105026000,4.12%
20171027,104906000,4.11%
20171028,104534000,4.10%
20171029,104534000,4.10%
20171030,104534000,4.10%
20171031,103730000,4.07%
20171101,103746000,4.07%
20171102,103521000,4.06%
20171103,103650000,4.06%
20171104,103679000,4.07%
20171105,103679000,4.07%
20171106,103679000,4.07%
20171107,103406000,4.06%
20171108,103404000,4.06%
20171109,103298000,4.05%
20171110,103272000,4.05%
20171111,103519000,4.06%
20171112,103519000,4.06%
20171113,103519000,4.06%
20171114,103665000,4.07%
20171115,103382000,4.05%
20171116,107571000,4.22%
20171117,109223000,4.28%
20171118,109781000,4.31%
20171119,109781000,4.31%
20171120,109781000,4.31%
20171121,110210000,4.32%
20171122,109743000,4.30%
20171123,110936000,4.35%
20171124,112884000,4.43%
20171125,113746000,4.46%
