date,holding_num,holding_perc
20171018,223610497,6.05%
20171019,235193497,6.36%
20171020,235283497,6.36%
20171021,234910997,6.36%
20171023,234910997,6.36%
20171024,234834497,6.35%
20171025,234980497,6.36%
20171026,236776497,6.41%
20171027,238938997,6.46%
20171028,241111997,6.52%
20171029,241111997,6.52%
20171030,241111997,6.52%
20171031,241865997,6.55%
20171101,242110997,6.55%
20171102,244952497,6.62%
20171103,248947497,6.73%
20171104,249536997,6.75%
20171105,249536997,6.75%
20171106,249536997,6.75%
20171107,249799997,6.76%
20171108,250506497,6.78%
20171109,253188497,6.85%
20171110,253287497,6.85%
20171111,255822497,6.92%
20171112,255822497,6.92%
20171113,255822497,6.92%
20171114,255545497,6.91%
20171115,260105997,7.04%
20171116,260268497,7.04%
20171117,260583997,7.05%
20171118,262052997,7.09%
20171119,262052997,7.09%
20171120,262052997,7.09%
20171121,262757497,7.11%
20171122,262978997,7.12%
20171123,268468997,7.26%
20171124,269941997,7.30%
20171125,269984497,7.30%
