date,holding_num,holding_perc
20171018,1254368000,21.86%
20171019,1266924000,22.08%
20171020,1261106000,21.98%
20171021,1257654000,21.91%
20171023,1257654000,21.91%
20171024,1257786000,21.91%
20171025,1257254000,21.91%
20171026,1263084000,22.01%
20171027,1265800000,22.06%
20171028,1268148000,22.09%
20171029,1268148000,22.09%
20171030,1268148000,22.09%
20171031,1262158000,21.99%
20171101,1234730000,21.52%
20171102,1222662000,21.30%
20171103,1218794000,21.23%
20171104,1193970000,20.81%
20171105,1193970000,20.81%
20171106,1193970000,20.81%
20171107,1191198000,20.75%
20171108,1187100000,20.69%
20171109,1190646000,20.74%
20171110,1204950000,20.99%
20171111,1199672000,20.90%
20171112,1199672000,20.90%
20171113,1199672000,20.90%
20171114,1209458000,21.07%
20171115,1210696000,21.10%
20171116,1190218000,20.74%
20171117,1189238000,20.72%
20171118,1187140000,20.69%
20171119,1187140000,20.69%
20171120,1187140000,20.69%
20171121,1181818000,20.59%
20171122,1177008000,20.50%
20171123,1174714000,20.47%
20171124,1143994000,19.93%
20171125,1108848000,19.32%
