date,holding_num,holding_perc
20171018,8232000,0.37%
20171019,9010000,0.40%
20171020,9412000,0.42%
20171021,9412000,0.42%
20171023,9412000,0.42%
20171024,9432000,0.42%
20171025,9532000,0.42%
20171026,9650000,0.43%
20171027,9640000,0.43%
20171028,9640000,0.43%
20171029,9640000,0.43%
20171030,9640000,0.43%
20171031,9616000,0.43%
20171101,9766000,0.43%
20171102,9756000,0.43%
20171103,10112000,0.45%
20171104,10348000,0.46%
20171105,10348000,0.46%
20171106,10348000,0.46%
20171107,10392000,0.46%
20171108,10494000,0.47%
20171109,10694000,0.48%
20171110,10860000,0.48%
20171111,10970000,0.49%
20171112,10970000,0.49%
20171113,10970000,0.49%
20171114,11092000,0.49%
20171115,11152000,0.50%
20171116,11130000,0.50%
20171117,11014000,0.49%
20171118,11256000,0.50%
20171119,11256000,0.50%
20171120,11256000,0.50%
20171121,11280000,0.50%
20171122,11364000,0.51%
20171123,11398000,0.51%
20171124,11474000,0.51%
20171125,11548000,0.52%
