date,holding_num,holding_perc
20171018,67630000,0.31%
20171019,67630000,0.31%
20171020,67630000,0.31%
20171021,67590000,0.31%
20171023,67590000,0.31%
20171024,67590000,0.31%
20171025,67590000,0.31%
20171026,67590000,0.31%
20171027,67590000,0.31%
20171028,67590000,0.31%
20171029,67590000,0.31%
20171030,67590000,0.31%
20171031,67590000,0.31%
20171101,67590000,0.31%
20171102,67580000,0.31%
20171103,67580000,0.31%
20171104,67580000,0.31%
20171105,67580000,0.31%
20171106,67580000,0.31%
20171107,67580000,0.31%
20171108,67580000,0.31%
20171109,67580000,0.31%
20171110,67580000,0.31%
20171111,67530000,0.31%
20171112,67530000,0.31%
20171113,67530000,0.31%
20171114,67530000,0.31%
20171115,67530000,0.31%
20171116,67530000,0.31%
20171117,67530000,0.31%
20171118,67530000,0.31%
20171119,67530000,0.31%
20171120,67530000,0.31%
