date,holding_num,holding_perc
20171018,64960404,10.22%
20171019,64757904,10.19%
20171020,64637904,10.17%
20171021,65063904,10.24%
20171023,65063904,10.24%
20171024,65012904,10.23%
20171025,64867404,10.20%
20171026,64630904,10.17%
20171027,64185404,10.09%
20171028,63973904,10.07%
20171029,63973904,10.07%
20171030,63973904,10.07%
20171031,64001904,10.07%
20171101,62896904,9.89%
20171102,62453404,9.83%
20171103,61879404,9.73%
20171104,61820904,9.73%
20171105,61820904,9.73%
20171106,61820904,9.73%
20171107,61716404,9.71%
20171108,61655904,9.70%
20171109,62062904,9.76%
20171110,62543404,9.84%
20171111,62717904,9.86%
20171112,62717904,9.86%
20171113,62717904,9.86%
20171114,62857404,9.88%
20171115,62596904,9.84%
20171116,62364404,9.81%
20171117,61191904,9.62%
20171118,61269887,9.63%
20171119,61269887,9.63%
20171120,61269887,9.63%
20171121,61266387,9.63%
20171122,61182887,9.61%
20171123,61179887,9.62%
20171124,61247387,9.63%
20171125,61170887,9.62%
