date,holding_num,holding_perc
20171018,38673000,8.74%
20171019,38243000,8.65%
20171020,38355000,8.67%
20171021,37718000,8.53%
20171023,37718000,8.53%
20171024,37648000,8.51%
20171025,37390000,8.46%
20171026,37367000,8.44%
20171027,37393000,8.45%
20171028,37423000,8.46%
20171029,37423000,8.46%
20171030,37423000,8.46%
20171031,37472000,8.47%
20171101,37680000,8.52%
20171102,37633000,8.50%
20171103,37487000,8.47%
20171104,37533000,8.49%
20171105,37533000,8.49%
20171106,37533000,8.49%
20171107,37372000,8.45%
20171108,37370000,8.45%
20171109,37475000,8.47%
20171110,37632000,8.51%
20171111,37824000,8.55%
20171112,37824000,8.55%
20171113,37824000,8.55%
20171114,37941000,8.57%
20171115,38045000,8.60%
20171116,38743000,8.76%
20171117,39058000,8.83%
20171118,39373000,8.90%
20171119,39373000,8.90%
20171120,39373000,8.90%
20171121,39602000,8.95%
20171122,39796000,9.00%
20171123,40035000,9.05%
20171124,40180000,9.08%
20171125,40365000,9.13%
