date,holding_num,holding_perc
20171018,16040000,0.59%
20171019,16110000,0.59%
20171020,15576000,0.57%
20171021,15571000,0.57%
20171023,15571000,0.57%
20171024,15571000,0.57%
20171025,15571000,0.57%
20171026,15584000,0.57%
20171027,15578000,0.57%
20171028,15588000,0.57%
20171029,15588000,0.57%
20171030,15588000,0.57%
20171031,15594000,0.57%
20171101,15594000,0.57%
20171102,15628000,0.58%
20171103,15632000,0.58%
20171104,15635000,0.58%
20171105,15635000,0.58%
20171106,15635000,0.58%
20171107,15636000,0.58%
20171108,15606000,0.57%
20171109,15606000,0.57%
20171110,15517000,0.57%
20171111,15487000,0.57%
20171112,15487000,0.57%
20171113,15487000,0.57%
20171114,15487000,0.57%
20171115,15442000,0.57%
20171116,15448000,0.57%
20171117,15448000,0.57%
20171118,15380000,0.57%
20171119,15380000,0.57%
20171120,15380000,0.57%
20171121,15370000,0.57%
20171122,15255000,0.57%
20171123,15092000,0.56%
20171124,15092000,0.56%
20171125,15020000,0.56%
