date,holding_num,holding_perc
20171018,40985000,2.59%
20171019,41669000,2.63%
20171020,42417000,2.68%
20171021,42612500,2.69%
20171023,42612500,2.69%
20171024,42727500,2.70%
20171025,42373500,2.68%
20171026,42737500,2.70%
20171027,43057000,2.72%
20171028,42701000,2.70%
20171029,42701000,2.70%
20171030,42701000,2.70%
20171031,43308000,2.74%
20171101,43120000,2.73%
20171102,42989000,2.72%
20171103,43225000,2.73%
20171104,43986000,2.78%
20171105,43986000,2.78%
20171106,43986000,2.78%
20171107,44268000,2.80%
20171108,44157500,2.79%
20171109,44253500,2.80%
20171110,45921000,2.90%
20171111,46528000,2.94%
20171112,46528000,2.94%
20171113,46528000,2.94%
20171114,46976500,2.97%
20171115,47475000,3.00%
20171116,48037500,3.04%
20171117,48199500,3.05%
20171118,48414500,3.06%
20171119,48414500,3.06%
20171120,48414500,3.06%
20171121,48592500,3.07%
20171122,49468500,3.13%
20171123,50257500,3.18%
20171124,51092500,3.23%
20171125,51265000,3.24%
