date,holding_num,holding_perc
20171018,320916000,3.37%
20171019,321630000,3.38%
20171020,321653000,3.39%
20171021,321997000,3.39%
20171023,321997000,3.39%
20171024,324119000,3.42%
20171025,325430000,3.43%
20171026,327362000,3.45%
20171027,329215000,3.47%
20171028,330922000,3.48%
20171029,330922000,3.48%
20171030,330922000,3.48%
20171031,334262000,3.52%
20171101,334822000,3.52%
20171102,335172000,3.53%
20171103,335480000,3.53%
20171104,338248000,3.56%
20171105,338248000,3.56%
20171106,338248000,3.56%
20171107,337183000,3.55%
20171108,338673000,3.57%
20171109,341444000,3.60%
20171110,342396000,3.61%
20171111,342891000,3.61%
20171112,342891000,3.61%
20171113,342891000,3.61%
20171114,344099000,3.62%
20171115,347113000,3.66%
20171116,348499000,3.67%
20171117,350415000,3.69%
20171118,352392000,3.71%
20171119,352392000,3.71%
20171120,352392000,3.71%
20171121,354019000,3.72%
20171122,353482000,3.72%
20171123,357399000,3.76%
20171124,356502000,3.75%
20171125,357295000,3.77%
