date,holding_num,holding_perc
20171018,76491561,2.23%
20171019,74376361,2.17%
20171020,74391561,2.17%
20171021,73627561,2.15%
20171023,73627561,2.15%
20171024,73245961,2.14%
20171025,73337161,2.14%
20171026,73538761,2.14%
20171027,73923961,2.15%
20171028,74360761,2.18%
20171029,74360761,2.18%
20171030,74360761,2.18%
20171031,74483561,2.18%
20171101,75118361,2.19%
20171102,76448761,2.24%
20171103,77125961,2.25%
20171104,77451561,2.26%
20171105,77451561,2.26%
20171106,77451561,2.26%
20171107,80129561,2.34%
20171108,81325161,2.38%
20171109,80865161,2.36%
20171110,81403161,2.38%
20171111,83022361,2.42%
20171112,83022361,2.42%
20171113,83022361,2.42%
20171114,83003161,2.42%
20171115,83167161,2.43%
20171116,84896761,2.48%
20171117,87630761,2.56%
20171118,89687561,2.62%
20171119,89687561,2.62%
20171120,89687561,2.62%
20171121,90692361,2.65%
20171122,92281561,2.70%
20171123,94823961,2.77%
20171124,97613561,2.85%
20171125,100649161,2.94%
