date,holding_num,holding_perc
20171018,816500,0.04%
20171019,820000,0.04%
20171020,819500,0.04%
20171021,822000,0.04%
20171023,822000,0.04%
20171024,822000,0.04%
20171025,844000,0.04%
20171026,858500,0.04%
20171027,871500,0.04%
20171028,850000,0.04%
20171029,850000,0.04%
20171030,850000,0.04%
20171031,840500,0.04%
20171101,840500,0.04%
20171102,837500,0.04%
20171103,845500,0.04%
20171104,847500,0.04%
20171105,847500,0.04%
20171106,847500,0.04%
20171107,847500,0.04%
20171108,847500,0.04%
20171109,847500,0.04%
20171110,834000,0.04%
20171111,816000,0.04%
20171112,816000,0.04%
20171113,816000,0.04%
20171114,840000,0.04%
20171115,880000,0.04%
20171116,851500,0.04%
20171117,871000,0.04%
20171118,978000,0.04%
20171119,978000,0.04%
20171120,978000,0.04%
20171121,994000,0.04%
20171122,1020000,0.05%
20171123,1022500,0.05%
20171124,1459500,0.07%
20171125,1453000,0.07%
