date,holding_num,holding_perc
20171018,234053000,2.01%
20171019,234053000,2.01%
20171020,234034000,2.01%
20171021,233988000,2.01%
20171023,233988000,2.01%
20171024,233988000,2.01%
20171025,233988000,2.01%
20171026,233988000,2.01%
20171027,233988000,2.01%
20171028,233988000,2.01%
20171029,233988000,2.01%
20171030,233988000,2.01%
20171031,233988000,2.01%
20171101,233988000,2.01%
20171102,233988000,2.01%
20171103,233788000,2.01%
20171104,233788000,2.01%
20171105,233788000,2.01%
20171106,233788000,2.01%
20171107,233788000,2.01%
20171108,233478000,2.00%
20171109,233478000,2.00%
20171110,233478000,2.00%
20171111,233475000,2.00%
20171112,233475000,2.00%
20171113,233475000,2.00%
20171114,233440000,2.00%
20171115,232110000,1.99%
20171116,231306000,1.99%
20171117,231206000,1.98%
20171118,230416000,1.98%
20171119,230416000,1.98%
20171120,230416000,1.98%
20171121,230416000,1.98%
20171122,229279000,1.97%
20171123,229263000,1.97%
20171124,229227000,1.97%
20171125,229047000,1.97%
