date,holding_num,holding_perc
20171018,22702800,3.22%
20171019,22241000,3.15%
20171020,22172000,3.13%
20171021,22241600,3.15%
20171023,22241600,3.15%
20171024,21954200,3.10%
20171025,21309000,3.02%
20171026,21333200,3.02%
20171027,21378600,3.03%
20171028,21515600,3.04%
20171029,21515600,3.04%
20171030,21515600,3.04%
20171031,21430800,3.03%
20171101,21427200,3.03%
20171102,21431000,3.03%
20171103,21415400,3.03%
20171104,21463000,3.04%
20171105,21463000,3.04%
20171106,21463000,3.04%
20171107,21439600,3.03%
20171108,21612800,3.06%
20171109,21530800,3.04%
20171110,21922400,3.10%
20171111,22330800,3.16%
20171112,22330800,3.16%
20171113,22330800,3.16%
20171114,22397000,3.17%
20171115,22369200,3.17%
20171116,22482600,3.18%
20171117,22574800,3.19%
20171118,22580800,3.20%
20171119,22580800,3.20%
20171120,22580800,3.20%
20171121,22532600,3.19%
20171122,22574800,3.19%
20171123,23214200,3.28%
20171124,23551400,3.33%
20171125,23751200,3.36%
