date,holding_num,holding_perc
20171018,170246000,2.13%
20171019,170386000,2.13%
20171020,169858000,2.12%
20171021,169058000,2.11%
20171023,169058000,2.11%
20171024,168146000,2.10%
20171025,170254000,2.13%
20171026,174174000,2.18%
20171027,172874000,2.17%
20171028,171390000,2.14%
20171029,171390000,2.14%
20171030,171390000,2.14%
20171031,174906000,2.19%
20171101,174326000,2.18%
20171102,179898000,2.25%
20171103,177122000,2.22%
20171104,177162000,2.22%
20171105,177162000,2.22%
20171106,177162000,2.22%
20171107,178378000,2.23%
20171108,177638000,2.22%
20171109,178190000,2.23%
20171110,179098000,2.24%
20171111,168506000,2.10%
20171112,168506000,2.10%
20171113,168506000,2.10%
20171114,168354000,2.11%
20171115,171430000,2.14%
20171116,171530000,2.14%
20171117,168802000,2.11%
20171118,166402000,2.08%
20171119,166402000,2.08%
20171120,166402000,2.08%
20171121,165318000,2.06%
20171122,163866000,2.05%
20171123,166298000,2.08%
20171124,165126000,2.07%
20171125,165094000,2.07%
