date,holding_num,holding_perc
20171018,40423000,1.87%
20171019,39623000,1.84%
20171020,38776000,1.79%
20171021,38716000,1.79%
20171023,38716000,1.79%
20171024,38491000,1.78%
20171025,38426000,1.78%
20171026,38400000,1.78%
20171027,38405000,1.78%
20171028,38298000,1.77%
20171029,38298000,1.77%
20171030,38298000,1.77%
20171031,38213000,1.77%
20171101,38203000,1.77%
20171102,38032000,1.76%
20171103,38623000,1.79%
20171104,39027000,1.81%
20171105,39027000,1.81%
20171106,39027000,1.81%
20171107,39021000,1.81%
20171108,39159000,1.82%
20171109,38973000,1.81%
20171110,39015000,1.81%
20171111,39051000,1.81%
20171112,39051000,1.81%
20171113,39051000,1.81%
20171114,39043000,1.81%
20171115,39035000,1.81%
20171116,39036000,1.81%
20171117,38902000,1.80%
20171118,38832000,1.80%
20171119,38832000,1.80%
20171120,38832000,1.80%
20171121,38754000,1.80%
20171122,38265000,1.77%
20171123,38206000,1.77%
20171124,38209000,1.77%
20171125,38070000,1.77%
