date,holding_num,holding_perc
20171018,619415000,20.83%
20171019,618133000,20.78%
20171020,613999000,20.64%
20171021,614475000,20.66%
20171023,614475000,20.66%
20171024,616269000,20.72%
20171025,615897000,20.70%
20171026,613857000,20.63%
20171027,613155000,20.62%
20171028,613081000,20.62%
20171029,613081000,20.62%
20171030,613081000,20.62%
20171031,616979000,20.74%
20171101,617871000,20.78%
20171102,618085000,20.78%
20171103,615985000,20.71%
20171104,626569000,21.06%
20171105,626569000,21.06%
20171106,626569000,21.06%
20171107,624949000,21.01%
20171108,625675000,21.04%
20171109,632953000,21.28%
20171110,635039000,21.35%
20171111,640635000,21.54%
20171112,640635000,21.54%
20171113,640635000,21.54%
20171114,643375000,21.63%
20171115,644951000,21.69%
20171116,653431000,21.97%
20171117,656935000,22.09%
20171118,657785000,22.11%
20171119,657785000,22.11%
20171120,657785000,22.11%
20171121,658391000,22.14%
20171122,658097000,22.12%
20171123,661425000,22.23%
20171124,661421000,22.24%
20171125,662897000,22.29%
