date,holding_num,holding_perc
20171018,1361000,0.02%
20171019,1361000,0.02%
20171020,1361000,0.02%
20171021,1361000,0.02%
20171023,1361000,0.02%
20171024,1361000,0.02%
20171025,1361000,0.02%
20171026,1361000,0.02%
20171027,1361000,0.02%
20171028,1361000,0.02%
20171029,1361000,0.02%
20171030,1361000,0.02%
20171031,1361000,0.02%
20171101,1361000,0.02%
20171102,1361000,0.02%
20171103,1361000,0.02%
20171104,1361000,0.02%
20171105,1361000,0.02%
20171106,1361000,0.02%
20171107,1361000,0.02%
20171108,1361000,0.02%
20171109,1361000,0.02%
20171110,1361000,0.02%
20171111,1361000,0.02%
20171112,1361000,0.02%
20171113,1361000,0.02%
20171114,1361000,0.02%
20171115,1361000,0.02%
20171116,1361000,0.02%
20171117,1361000,0.02%
20171118,1361000,0.02%
20171119,1361000,0.02%
20171120,1361000,0.02%
