date,holding_num,holding_perc
20171018,204589000,8.67%
20171019,206630000,8.76%
20171020,208739000,8.84%
20171021,209284000,8.88%
20171023,209284000,8.88%
20171024,202472000,8.58%
20171025,202332000,8.58%
20171026,198964000,8.44%
20171027,198464597,8.42%
20171028,188008597,7.97%
20171029,188008597,7.97%
20171030,188008597,7.97%
20171031,179767000,7.62%
20171101,179469000,7.61%
20171102,179141000,7.59%
20171103,180010000,7.63%
20171104,177021000,7.50%
20171105,177021000,7.50%
20171106,177021000,7.50%
20171107,176803000,7.49%
20171108,177792000,7.53%
20171109,177654000,7.53%
20171110,176673000,7.49%
20171111,178541000,7.56%
20171112,178541000,7.56%
20171113,178541000,7.56%
20171114,180226000,7.64%
20171115,180636000,7.66%
20171116,180254000,7.64%
20171117,182528000,7.74%
20171118,183052000,7.76%
20171119,183052000,7.76%
20171120,183052000,7.76%
20171121,181378000,7.69%
20171122,185635000,7.87%
20171123,188712000,8.00%
20171124,189210000,8.02%
20171125,184369000,7.82%
