date,holding_num,holding_perc
20171018,304624006,8.95%
20171019,306163006,9.00%
20171020,302059006,8.88%
20171021,303551506,8.92%
20171023,303551506,8.92%
20171024,304242006,8.94%
20171025,305569506,8.98%
20171026,306005006,8.99%
20171027,305819506,8.99%
20171028,306797006,9.02%
20171029,306797006,9.02%
20171030,306797006,9.02%
20171031,309458006,9.09%
20171101,312505506,9.18%
20171102,311865006,9.17%
20171103,308484006,9.07%
20171104,308785073,9.08%
20171105,308785073,9.08%
20171106,308785073,9.08%
20171107,303841573,8.93%
20171108,303537073,8.92%
20171109,302374573,8.89%
20171110,302286573,8.89%
20171111,303282073,8.91%
20171112,303282073,8.91%
20171113,303282073,8.91%
20171114,303296073,8.91%
20171115,304107073,8.94%
20171116,304951573,8.97%
20171117,307956573,9.05%
20171118,307960573,9.05%
20171119,307960573,9.05%
20171120,307960573,9.05%
20171121,308393073,9.07%
20171122,308480073,9.07%
20171123,309892073,9.11%
20171124,310337573,9.12%
20171125,304370073,8.95%
