date,holding_num,holding_perc
20171018,86610000,2.26%
20171019,91626000,2.39%
20171020,91462000,2.39%
20171021,92542000,2.42%
20171023,92542000,2.42%
20171024,91648000,2.39%
20171025,91725000,2.39%
20171026,91543000,2.39%
20171027,91035000,2.38%
20171028,92970000,2.43%
20171029,92970000,2.43%
20171030,92970000,2.43%
20171031,92577000,2.42%
20171101,93639000,2.44%
20171102,93209000,2.43%
20171103,91794000,2.40%
20171104,90090000,2.35%
20171105,90090000,2.35%
20171106,90090000,2.35%
20171107,87904000,2.29%
20171108,89755000,2.34%
20171109,90305000,2.36%
20171110,93835000,2.45%
20171111,95105000,2.48%
20171112,95105000,2.48%
20171113,95105000,2.48%
20171114,94689000,2.47%
20171115,97974000,2.56%
20171116,101249000,2.64%
20171117,102761000,2.68%
20171118,103435000,2.70%
20171119,103435000,2.70%
20171120,103435000,2.70%
20171121,104532000,2.73%
20171122,106562000,2.78%
20171123,105952000,2.77%
20171124,106594000,2.78%
20171125,108170000,2.82%
